Second,Millisecond,Depth (inches),Rate (CPM),Release Velocity (MM/S),Valid/Invalid
1149,173,1.623,131,250,Valid
1149,653,1.696,117,259,Valid
1150,109,1.585,136,241,Valid
1150,581,1.635,129,269,Valid
1151,37,1.679,133,280,Valid
1151,541,1.719,111,293,Valid
1152,5,1.697,133,267,Valid
1152,509,1.69,119,274,Valid
1152,989,1.545,129,175,Valid
1153,541,1.626,105,261,Valid
1154,69,1.697,113,278,Valid
1154,589,1.69,120,242,Valid
1155,125,1.772,108,285,Valid
1155,661,1.712,111,264,Valid
1156,181,1.618,113,175,Valid
1156,701,1.67,117,266,Valid
1157,238,1.588,113,243,Valid
1157,758,1.626,111,260,Valid
1158,342,1.64,104,197,Valid
1158,902,1.603,107,230,Valid
1159,406,1.517,125,233,Valid
1159,886,1.42,125,216,Valid
1160,390,1.67,111,277,Valid
1160,894,1.559,125,205,Valid
1161,398,1.502,111,230,Valid
1161,910,1.287,125,172,Valid
1162,358,1.2,136,198,Valid
1163,278,1.385,61,310,Valid
1165,110,1.338,32,243,Valid
1165,622,1.475,117,292,Valid
1166,134,1.464,120,252,Valid
1166,583,1.572,125,266,Valid
1167,87,1.628,120,332,Valid
1167,655,1.338,125,185,Valid
1168,103,1.439,117,205,Valid
1168,567,1.326,129,204,Valid
1169,47,1.435,127,241,Valid
1169,551,1.456,120,237,Valid
1170,31,1.534,119,253,Valid
1170,527,1.594,120,244,Valid
1171,47,1.697,113,295,Valid
1171,583,1.576,115,229,Valid
1172,111,1.536,113,250,Valid
1172,623,1.445,120,198,Valid
1173,111,1.563,119,258,Valid
1173,591,1.654,122,301,Valid
1174,55,1.528,136,273,Valid
1176,608,1.491,23,191,Valid
1177,136,1.338,117,118,Valid
1177,616,1.277,122,179,Valid
1178,88,1.052,127,181,Valid
1178,600,0.956,120,169,Valid
1179,80,0.977,122,165,Valid
1179,576,0.978,119,179,Valid
1180,128,0.879,115,103,Valid
1180,568,0.895,122,133,Valid
1181,88,0.811,120,141,Valid
1181,592,0.736,125,144,Valid
1182,88,0.661,125,98,Valid
1182,520,0.745,125,127,Valid
1183,24,0.802,120,135,Valid
1183,520,0.75,122,124,Valid
1184,0,0.688,127,134,Valid
1184,496,0.642,125,109,Valid
1184,960,0.668,125,111,Valid
1185,457,0.721,117,109,Valid
1185,929,0.767,127,150,Valid
1186,433,0.732,125,154,Valid
1186,921,0.943,113,188,Valid
1187,457,1.044,111,161,Valid
1187,977,1.122,117,181,Valid
1188,489,0.949,120,154,Valid
1188,985,0.873,122,130,Valid
1189,449,0.908,122,147,Valid
1189,961,0.811,122,114,Valid
1190,449,0.803,119,129,Valid
1190,953,0.833,119,141,Valid
1191,441,0.816,125,145,Valid
1191,929,0.787,125,134,Valid
1192,417,0.779,119,128,Valid
1192,913,0.727,125,114,Valid
1193,417,0.739,115,98,Valid
1193,929,0.65,122,93,Valid
1194,418,0.663,119,129,Valid
1194,930,0.669,120,112,Valid
1195,474,0.606,113,46,Valid
1196,370,0.663,62,115,Valid
1197,818,0.743,41,149,Valid
1198,314,0.782,120,57,Valid
1198,770,0.808,125,153,Valid
1199,322,0.759,120,176,Valid
1199,834,0.761,117,126,Valid
1200,314,0.784,119,94,Valid
1200,802,0.876,119,124,Valid
1201,338,0.897,113,120,Valid
1201,834,0.825,125,134,Valid
1202,338,0.785,119,126,Valid
1202,834,0.776,119,128,Valid
1203,347,0.853,115,112,Valid
1203,859,0.832,115,106,Valid
1204,387,0.732,125,73,Valid
1204,891,0.862,108,137,Valid
1205,435,0.731,120,118,Valid
1205,907,0.723,125,102,Valid
1206,387,0.831,113,102,Valid
1206,875,0.774,129,96,Valid
1207,355,0.755,125,126,Valid
1207,851,0.715,125,119,Valid
1208,347,0.689,120,96,Valid
1208,811,0.718,127,104,Valid
1209,307,0.731,117,104,Valid
1209,811,0.7,125,109,Valid
1210,315,0.678,117,98,Valid
1210,803,0.594,133,87,Valid
1211,259,0.651,115,111,Valid
1211,779,0.646,119,74,Valid
1212,699,0.653,64,88,Valid
1213,652,0.613,64,78,Valid
1214,604,0.627,62,101,Valid
1215,100,0.618,120,106,Valid
1215,596,0.624,122,104,Valid
1216,92,0.622,122,89,Valid
1216,548,0.693,122,109,Valid
1217,52,0.636,131,96,Valid
1217,524,0.697,119,115,Valid
1218,36,0.632,125,69,Valid
1218,452,0.619,133,86,Valid
1218,940,0.568,129,89,Valid
1219,412,0.561,131,90,Valid
1219,852,0.59,129,77,Valid
1220,300,0.635,127,87,Valid
1220,780,0.641,131,107,Valid
1221,244,0.626,127,101,Valid
1222,188,0.643,63,95,Valid
1222,653,0.637,127,101,Valid
1223,149,0.592,129,96,Valid
1223,621,0.611,120,93,Valid
1224,101,0.595,129,92,Valid
1224,565,0.611,127,87,Valid
1225,45,0.651,122,109,Valid
1225,549,0.653,120,102,Valid
1226,37,0.62,125,94,Valid
1226,541,0.6,117,77,Valid
1226,989,0.579,133,88,Valid
1227,965,0.567,60,85,Valid
1228,389,0.607,138,102,Valid
1228,901,0.818,113,97,Valid
1229,381,0.86,127,123,Valid
1229,917,0.86,113,157,Valid
1230,429,0.735,127,129,Valid
1230,909,0.734,119,89,Valid
1231,406,0.775,113,115,Valid
1231,902,0.793,127,123,Valid
1232,390,0.795,120,124,Valid
1232,878,0.809,122,136,Valid
1233,406,0.774,117,106,Valid
1233,910,0.886,113,116,Valid
1234,406,0.972,119,170,Valid
1234,942,0.912,117,143,Valid
1235,446,0.958,117,139,Valid
1235,950,1.012,117,145,Valid
1236,454,1.002,120,145,Valid
1236,974,0.986,115,136,Valid
1237,470,0.949,120,130,Valid
1237,950,0.913,125,133,Valid
1238,454,0.888,119,116,Valid
1238,942,0.877,120,124,Valid
1239,438,0.791,125,116,Valid
1239,934,0.797,119,109,Valid
1240,423,0.768,122,95,Valid
1240,903,0.723,125,91,Valid
1241,407,0.652,125,87,Valid
1241,871,0.68,122,91,Valid
1242,327,0.7,133,103,Valid
1242,831,0.698,119,88,Valid
1243,271,0.76,131,105,Valid
1243,767,0.73,125,114,Valid
1244,263,0.713,122,112,Valid
1244,759,0.667,122,84,Valid
1245,191,0.723,133,109,Valid
1245,679,0.755,119,115,Valid
1246,167,0.672,136,91,Valid
1246,607,0.723,125,106,Valid
1247,95,0.709,129,97,Valid
1247,559,0.722,125,125,Valid
1248,71,0.66,119,121,Valid
1248,543,0.686,127,118,Valid
1248,999,0.805,125,119,Valid
1249,496,0.861,119,130,Valid
1250,16,0.77,122,119,Valid
1250,496,0.777,122,116,Valid
1250,992,0.827,117,128,Valid
1251,496,0.738,127,97,Valid
1251,936,0.739,131,106,Valid
1252,432,0.757,117,105,Valid
1252,920,0.775,125,132,Valid
1253,416,0.688,131,106,Valid
1253,848,0.73,127,94,Valid
1254,312,0.785,127,108,Valid
1254,784,0.741,131,110,Valid
1255,248,0.746,127,94,Valid
1255,720,0.74,131,99,Valid
1256,192,0.749,120,100,Valid
1256,640,0.702,141,105,Valid
1257,88,0.732,129,115,Valid
1257,568,0.767,127,109,Valid
1258,40,0.85,120,109,Valid
1258,537,0.887,122,130,Valid
1259,25,0.846,125,120,Valid
1259,521,0.828,122,103,Valid
1259,969,0.808,129,117,Valid
1260,465,0.773,127,105,Valid
1260,921,0.756,127,99,Valid
1261,385,0.789,129,120,Valid
1261,865,0.793,127,108,Valid
1262,329,0.807,127,112,Valid
1262,809,0.846,122,105,Valid
1263,289,0.809,129,112,Valid
1263,753,0.811,125,124,Valid
1264,193,0.998,131,196,Valid
1266,793,1.331,22,322,Valid
1267,297,1.255,136,215,Valid
1267,689,1.528,138,250,Valid
1268,105,1.778,141,322,Valid
1268,538,1.738,138,341,Valid
1269,10,1.566,133,339,Valid
1269,466,1.551,131,292,Valid
1269,906,1.588,133,294,Valid
1270,346,1.587,136,274,Valid
1270,786,1.6,136,287,Valid
1271,218,1.563,141,271,Valid
1271,666,1.574,133,315,Valid
1272,98,1.537,136,298,Valid
1272,546,1.539,136,292,Valid
1272,970,1.54,138,306,Valid
1273,426,1.465,136,260,Valid
1273,858,1.522,131,263,Valid
1274,306,1.536,136,278,Valid
1274,754,1.481,133,282,Valid
1275,186,1.403,141,247,Valid
1275,634,1.415,133,241,Valid
1276,74,1.465,133,250,Valid
1276,538,1.443,129,248,Valid
1277,10,1.428,129,251,Valid
1277,475,1.276,136,160,Valid
1277,891,1.359,133,242,Valid
1278,323,1.504,136,249,Valid
1278,771,1.385,141,215,Valid
1279,227,1.264,133,205,Valid
1279,659,1.197,136,170,Valid
1280,91,1.178,138,177,Valid
1280,507,1.224,136,200,Valid
1280,955,1.2,141,192,Valid
1281,395,1.188,133,187,Valid
1281,827,1.181,138,198,Valid
1282,243,1.181,144,233,Valid
1282,651,1.185,141,184,Valid
1283,107,1.237,133,198,Valid
1283,555,1.249,136,193,Valid
1283,979,1.348,131,318,Valid
1288,764,1.221,12,247,Valid
1289,244,0.968,159,170,Valid
1289,628,1.205,141,194,Valid
1289,972,1.36,156,213,Valid
1290,388,1.346,144,267,Valid
1290,828,1.307,144,270,Valid
1291,244,1.237,147,233,Valid
1291,644,1.292,141,217,Valid
1292,84,1.263,141,201,Valid
1292,500,1.333,141,231,Valid
1292,948,1.314,136,215,Valid
1293,372,1.385,138,233,Valid
1293,820,1.31,138,202,Valid
1294,252,1.289,136,204,Valid
1294,668,1.31,141,232,Valid
1295,84,1.307,147,229,Valid
1295,509,1.276,141,209,Valid
1295,933,1.406,136,236,Valid
1296,373,1.355,144,258,Valid
1296,765,1.317,150,236,Valid
1297,165,1.291,153,202,Valid
1297,565,1.346,141,225,Valid
1297,989,1.282,147,217,Valid
1298,413,1.173,144,198,Valid
1298,829,1.206,141,196,Valid
1299,237,1.245,144,197,Valid
1299,669,1.241,141,179,Valid
1300,93,1.228,144,196,Valid
1300,525,1.225,133,179,Valid
1300,941,1.249,141,197,Valid
1301,381,1.221,141,208,Valid
1301,805,1.221,144,197,Valid
1302,205,1.256,144,185,Valid
1302,613,1.301,141,204,Valid
1303,45,1.289,147,205,Valid
1303,493,1.333,131,225,Valid
1303,949,1.281,136,207,Valid
1304,374,1.314,133,206,Valid
1304,838,1.301,133,214,Valid
1305,270,1.371,136,227,Valid
1305,726,1.46,131,284,Valid
1306,190,1.434,131,268,Valid
1306,614,1.502,138,262,Valid
1307,102,1.371,127,208,Valid
1307,534,1.391,136,201,Valid
1307,990,1.404,131,199,Valid
1308,454,1.412,127,208,Valid
1308,918,1.346,131,203,Valid
1309,366,1.424,129,247,Valid
1309,814,1.354,141,215,Valid
1310,254,1.31,133,200,Valid
1310,702,1.364,129,224,Valid
1311,174,1.297,133,201,Valid
1311,606,1.229,136,197,Valid
1312,54,1.273,131,195,Valid
1312,502,1.249,133,202,Valid
1312,958,1.274,131,195,Valid
1313,414,1.312,131,211,Valid
1313,878,1.276,131,170,Valid
1314,335,1.343,127,214,Valid
1314,799,1.223,138,194,Valid
1315,247,1.246,129,178,Valid
1315,703,1.359,129,203,Valid
1316,151,1.428,129,207,Valid
1316,623,1.301,138,203,Valid
1317,79,1.278,131,197,Valid
1317,535,1.486,122,230,Valid
1318,23,1.519,125,244,Valid
1318,495,1.445,129,238,Valid
1318,935,1.434,136,219,Valid
1319,391,1.473,129,227,Valid
1319,847,1.476,131,239,Valid
1320,319,1.486,129,219,Valid
1320,783,1.5,127,235,Valid
1321,231,1.488,136,246,Valid
1321,695,1.518,127,252,Valid
1322,167,1.482,131,235,Valid
1322,615,1.456,131,224,Valid
1323,15,1.596,141,276,Valid
1323,480,1.47,138,245,Valid
1323,912,1.481,138,230,Valid
1324,344,1.521,136,238,Valid
1324,760,1.529,138,229,Valid
1325,200,1.527,138,292,Valid
1325,656,1.54,133,274,Valid
1326,136,1.572,127,253,Valid
1326,576,1.61,136,235,Valid
1327,40,1.614,129,247,Valid
1327,496,1.588,133,247,Valid
1327,936,1.609,131,247,Valid
1328,400,1.626,129,261,Valid
1328,832,1.563,141,242,Valid
1329,280,1.603,131,281,Valid
1329,704,1.499,147,217,Valid
1330,128,1.654,127,376,Valid
1340,945,1.501,5,213,Valid
1341,425,1.136,150,137,Valid
1341,857,1.139,133,138,Valid
1342,217,1.202,150,178,Valid
1342,658,1.183,133,205,Valid
1343,114,1.108,136,194,Valid
1343,562,1.04,141,168,Valid
1343,986,1.154,133,184,Valid
1344,442,1.147,127,157,Valid
1344,906,1.216,129,209,Valid
1345,354,1.208,136,222,Valid
1345,858,1.385,120,236,Valid
1346,322,1.425,125,235,Valid
1346,794,1.301,133,210,Valid
1347,250,1.181,138,191,Valid
1347,642,1.175,141,198,Valid
1348,74,1.213,141,219,Valid
1348,530,1.148,136,202,Valid
1348,930,1.176,144,205,Valid
1349,362,1.211,138,226,Valid
1349,794,1.168,138,181,Valid
1350,202,1.22,141,208,Valid
1350,618,1.226,150,230,Valid
1351,66,1.054,141,187,Valid
1351,475,1.13,141,188,Valid
1351,891,1.26,138,200,Valid
1352,403,1.381,115,204,Valid
1352,947,1.516,111,206,Valid
1354,251,1.358,46,173,Valid
1354,683,1.3,131,198,Valid
1355,123,1.185,141,197,Valid
1355,627,1.012,136,159,Valid
1356,27,1.19,131,162,Valid
1356,419,1.055,147,149,Valid
1356,867,0.962,147,161,Valid
1357,299,1.101,131,178,Valid
1357,747,1.022,138,145,Valid
1358,155,1.132,138,198,Valid
1358,595,0.94,153,147,Valid
1359,3,0.906,138,124,Valid
1359,395,1.057,144,180,Valid
1360,99,1.294,85,218,Valid
1361,12,1.101,68,141,Valid
1361,412,1.124,144,114,Valid
1361,916,0.999,122,116,Valid
1362,388,0.983,120,148,Valid
1362,828,1.031,133,205,Valid
1363,292,0.982,138,177,Valid
1363,740,1.001,131,137,Valid
1364,204,1.071,125,151,Valid
1364,644,1.113,136,150,Valid
1365,92,1.018,141,126,Valid
1365,492,1.047,141,171,Valid
1365,940,0.942,138,171,Valid
1366,404,1.026,127,162,Valid
1366,852,0.899,144,130,Valid
1367,260,1.033,133,139,Valid
1367,652,1.064,144,159,Valid
1368,156,1.274,122,229,Valid
1368,660,1.43,120,213,Valid
1369,701,1.662,57,159,Valid
1370,85,1.642,150,210,Valid
1370,517,1.364,141,255,Valid
1371,541,1.227,61,185,Valid
1371,981,1.271,122,151,Valid
1372,557,1.346,108,174,Valid
1373,85,1.126,120,150,Valid
1373,589,1.132,111,153,Valid
1374,77,1.158,120,155,Valid
1374,637,0.974,117,108,Valid
1375,101,1.039,117,128,Valid
1375,573,0.991,127,137,Valid
1376,109,1.192,110,195,Valid
1376,725,1.484,98,223,Valid
1377,229,1.222,125,203,Valid
1377,725,1.145,122,131,Valid
1378,213,1.307,119,132,Valid
1378,702,1.261,115,172,Valid
1379,190,1.071,131,186,Valid
1379,734,1.005,113,156,Valid
1380,158,1.055,131,126,Valid
1380,630,1.063,129,145,Valid
1381,86,1.083,129,149,Valid
1381,550,1.071,131,168,Valid
1382,62,1.229,117,179,Valid
1382,550,1.047,129,160,Valid
1383,30,1.077,120,156,Valid
1383,486,1.064,129,133,Valid
1383,966,1.118,122,156,Valid
1384,430,1.049,131,157,Valid
1384,910,0.937,129,139,Valid
1385,398,0.991,117,148,Valid
1385,846,0.972,136,142,Valid
1386,342,0.903,122,126,Valid
1386,774,0.885,136,132,Valid
1387,255,0.933,122,141,Valid
1387,687,0.886,144,139,Valid
1388,143,0.874,131,124,Valid
1388,551,0.852,141,143,Valid
1389,15,0.872,131,161,Valid
1389,511,0.979,119,152,Valid
1389,983,1.109,122,178,Valid
1390,487,1.083,125,173,Valid
1390,983,1.205,117,198,Valid
1391,471,1.18,127,201,Valid
1391,975,1.201,117,185,Valid
1392,479,1.194,120,177,Valid
1392,959,1.186,120,164,Valid
1393,463,1.125,122,160,Valid
1393,943,1.103,125,164,Valid
1394,455,1.105,115,159,Valid
1394,935,1.109,125,173,Valid
1395,431,1.132,120,178,Valid
1395,919,1.141,122,173,Valid
1396,399,1.143,125,156,Valid
1396,863,1.119,129,162,Valid
1397,360,1.16,120,150,Valid
1397,864,1.181,119,151,Valid
1398,344,1.072,129,139,Valid
1398,832,1.05,120,160,Valid
1399,296,1.064,127,143,Valid
1399,752,1.038,131,141,Valid
1400,256,1.186,117,159,Valid
1400,736,1.106,129,156,Valid
1401,216,1.018,127,141,Valid
1401,688,0.975,122,113,Valid
1402,168,0.995,125,138,Valid
1402,624,1.027,129,142,Valid
1403,112,0.98,127,150,Valid
1403,584,1.003,127,143,Valid
1404,64,1.041,122,151,Valid
1404,544,1.053,125,150,Valid
1405,24,1.133,122,166,Valid
1405,480,1.103,133,155,Valid
1405,960,1.051,127,154,Valid
1406,433,1.021,129,154,Valid
1406,873,1.019,133,150,Valid
1407,329,1,131,152,Valid
1407,793,1.023,129,167,Valid
1408,241,0.976,136,160,Valid
1408,705,0.99,129,149,Valid
1409,153,1.145,127,177,Valid
1409,633,1.272,125,198,Valid
1410,113,1.112,133,168,Valid
1410,561,1.108,129,175,Valid
1411,1,1.149,133,182,Valid
1411,457,1.113,131,172,Valid
1411,921,1.112,131,166,Valid
1412,377,1.157,127,164,Valid
1412,849,1.159,131,170,Valid
1413,313,1.111,129,175,Valid
1413,801,1.11,122,180,Valid
1414,281,1.346,120,218,Valid
1414,825,1.178,113,138,Valid
1415,290,1.078,131,158,Valid
1415,754,0.992,131,140,Valid
1416,210,1.011,125,141,Valid
1416,722,1.028,113,151,Valid
1417,266,1.112,111,165,Valid
1417,786,1.134,117,168,Valid
1418,338,1.161,107,177,Valid
1418,874,1.142,110,151,Valid
1419,410,1.192,113,165,Valid
1419,906,1.168,119,161,Valid
1420,450,1.219,111,164,Valid
1420,962,1.139,119,167,Valid
1421,442,1.158,122,158,Valid
1421,922,1.039,131,146,Valid
1422,410,1.165,119,169,Valid
1422,954,1.185,107,185,Valid
1423,530,1.305,108,166,Valid
1424,170,1.515,91,208,Valid
1424,674,1.349,125,189,Valid
1425,202,1.333,110,178,Valid
1425,683,1.4,122,176,Valid
1426,187,1.35,119,188,Valid
1426,683,1.281,125,185,Valid
1427,203,1.337,111,170,Valid
1427,755,1.414,111,191,Valid
1428,267,1.283,117,168,Valid
1428,755,1.254,120,149,Valid
1429,235,1.281,125,158,Valid
1429,731,1.294,117,162,Valid
1430,235,1.158,122,140,Valid
1430,739,1.119,119,147,Valid
1431,227,1.198,122,176,Valid
1431,707,1.271,122,196,Valid
1432,187,1.226,129,165,Valid
1432,643,1.26,127,183,Valid
1433,131,1.202,127,171,Valid
1433,643,1.092,117,131,Valid
1434,163,1.22,119,150,Valid
1434,740,1.376,98,213,Valid
1435,268,1.313,117,185,Valid
1435,788,1.419,111,195,Valid
1436,300,1.459,117,210,Valid
1436,796,1.505,120,229,Valid
1437,284,1.458,125,241,Valid
1437,804,1.327,117,186,Valid
1438,316,1.327,117,172,Valid
1438,772,1.383,127,171,Valid
1439,252,1.364,122,191,Valid
1439,748,1.299,129,216,Valid
1440,236,1.393,119,212,Valid
1440,708,1.408,125,196,Valid
1441,180,1.383,129,205,Valid
1441,668,1.351,125,189,Valid
1442,180,1.249,117,154,Valid
1442,660,1.237,120,179,Valid
1443,164,1.164,120,164,Valid
1443,653,1.338,120,218,Valid
1444,133,1.391,127,229,Valid
1444,669,1.515,110,198,Valid
1445,141,1.503,129,220,Valid
1445,629,1.312,129,180,Valid
1446,85,1.356,125,188,Valid
1446,533,1.281,136,194,Valid
1447,21,1.306,122,209,Valid
1447,485,1.379,127,204,Valid
1447,965,1.373,127,203,Valid
1448,421,1.447,129,190,Valid
1448,925,1.451,120,205,Valid
1449,373,1.502,131,229,Valid
1449,837,1.406,131,218,Valid
1450,301,1.444,127,201,Valid
1450,773,1.398,127,191,Valid
1451,237,1.44,129,201,Valid
1451,749,1.307,120,165,Valid
1452,278,1.569,111,231,Valid
1452,798,1.425,117,206,Valid
1453,286,1.408,119,200,Valid
1453,774,1.446,122,216,Valid
1454,302,1.669,113,237,Valid
1454,806,1.634,120,214,Valid
1455,334,1.584,115,227,Valid
1455,798,1.51,127,201,Valid
1456,286,1.644,120,241,Valid
1456,798,1.65,119,226,Valid
1457,342,1.557,108,211,Valid
1457,918,1.701,104,214,Valid
1458,486,1.895,104,273,Valid
1459,6,1.726,120,251,Valid
1459,470,1.606,125,211,Valid
1459,998,1.366,120,171,Valid
1460,502,1.611,111,204,Valid
1461,6,1.568,115,225,Valid
1461,526,1.318,125,193,Valid
1462,78,1.589,107,212,Valid
1462,623,1.706,107,230,Valid
1463,119,1.602,119,235,Valid
1463,647,1.394,122,171,Valid
1464,111,1.402,120,188,Valid
1464,623,1.475,115,200,Valid
1465,127,1.339,127,171,Valid
1465,607,1.51,115,217,Valid
1466,103,1.449,127,209,Valid
1466,615,1.604,113,212,Valid
1467,111,1.383,127,173,Valid
1467,623,1.484,113,208,Valid
1468,135,1.353,119,194,Valid
1468,647,1.414,111,186,Valid
1469,167,1.429,117,192,Valid
1469,655,1.338,125,193,Valid
1470,151,1.282,122,189,Valid
1470,639,1.259,119,179,Valid
1471,159,1.391,113,206,Valid
1471,656,1.421,122,196,Valid
1472,160,1.397,120,200,Valid
1472,632,1.486,125,233,Valid
1473,136,1.393,125,178,Valid
1473,600,1.378,122,184,Valid
1474,96,1.342,125,198,Valid
1474,552,1.36,125,207,Valid
1475,40,1.404,129,217,Valid
1475,512,1.467,120,208,Valid
1476,16,1.42,120,188,Valid
1476,528,1.531,115,208,Valid
1477,32,1.398,122,184,Valid
1477,536,1.287,122,179,Valid
1477,992,1.315,125,199,Valid
1478,496,1.288,122,178,Valid
1478,968,1.327,122,183,Valid
1479,456,1.464,120,219,Valid
1479,960,1.445,122,204,Valid
1480,473,1.185,127,155,Valid
1480,913,1.265,122,181,Valid
1481,393,1.304,125,209,Valid
1481,881,1.248,127,166,Valid
1482,369,1.357,120,190,Valid
1482,865,1.473,119,217,Valid
1483,385,1.535,113,217,Valid
1483,881,1.482,122,194,Valid
1484,377,1.476,122,201,Valid
1484,825,1.466,131,207,Valid
1485,313,1.429,122,213,Valid
1485,785,1.344,129,187,Valid
1486,281,1.414,119,206,Valid
1486,777,1.436,120,198,Valid
1487,281,1.43,120,204,Valid
1487,785,1.574,117,230,Valid
1488,313,1.563,113,221,Valid
1488,817,1.486,120,220,Valid
1489,346,1.451,113,175,Valid
1489,874,1.433,110,187,Valid
1490,418,1.38,111,176,Valid
1490,898,1.339,127,187,Valid
1491,362,1.333,129,197,Valid
1491,810,1.261,133,181,Valid
1492,314,1.446,119,231,Valid
1492,850,1.761,115,258,Valid
1493,434,1.92,100,247,Valid
1493,938,1.557,129,205,Valid
1494,418,1.286,122,157,Valid
1494,946,1.635,110,199,Valid
1495,490,1.769,107,266,Valid
1496,18,1.756,111,261,Valid
1496,562,1.732,113,220,Valid
1497,50,1.629,120,211,Valid
1497,562,1.502,119,195,Valid
1498,50,1.487,120,177,Valid
1498,563,1.566,115,209,Valid
1499,51,1.443,125,206,Valid
1499,555,1.429,122,193,Valid
1500,35,1.436,120,166,Valid
1500,523,1.504,120,203,Valid
1501,35,1.476,119,186,Valid
1501,563,1.448,111,192,Valid
1502,115,1.58,110,201,Valid
1502,587,1.529,129,232,Valid
1503,99,1.611,113,244,Valid
1503,627,1.658,111,244,Valid
1504,163,1.334,129,143,Valid
1504,643,1.542,108,229,Valid
1505,107,1.456,129,209,Valid
1505,643,1.524,115,245,Valid
1506,147,1.456,120,184,Valid
1506,659,1.566,113,176,Valid
1507,131,1.428,127,193,Valid
1507,667,1.228,119,168,Valid
1508,163,1.388,115,183,Valid
1508,692,1.289,115,144,Valid
1509,204,1.544,115,220,Valid
1509,676,1.488,122,236,Valid
1510,204,1.452,117,265,Valid
1510,748,1.438,115,167,Valid
1511,292,1.283,108,127,Valid
1511,764,1.223,115,148,Valid
1512,268,1.046,133,149,Valid
1512,732,1.022,122,180,Valid
1513,332,1.209,98,185,Valid
1513,812,1.245,122,196,Valid
1514,284,1.228,136,221,Valid
1514,772,1.338,119,200,Valid
1515,284,1.267,119,159,Valid
1515,812,1.313,111,151,Valid
1516,333,1.49,113,236,Valid
1516,837,1.511,120,231,Valid
1517,349,1.316,120,181,Valid
1517,869,1.324,111,154,Valid
1518,357,1.339,117,181,Valid
1518,885,1.247,120,160,Valid
1519,373,1.227,119,166,Valid
1519,917,1.113,113,138,Valid
1520,365,1.308,129,213,Valid
1520,861,1.389,120,214,Valid
1521,373,1.423,115,208,Valid
1521,909,1.412,115,182,Valid
1522,413,1.468,117,189,Valid
1522,933,1.4,115,169,Valid
1523,461,1.423,113,188,Valid
1523,997,1.374,115,168,Valid
1524,549,1.403,105,166,Valid
1525,77,1.417,115,187,Valid
1525,613,1.43,111,209,Valid
1526,93,1.345,127,170,Valid
1526,574,1.378,119,194,Valid
1527,110,1.376,113,182,Valid
1527,598,1.307,127,182,Valid
1528,54,1.355,127,203,Valid
1528,574,1.371,115,192,Valid
1529,78,1.343,120,203,Valid
1529,582,1.278,120,181,Valid
1530,94,1.37,111,194,Valid
1530,646,1.557,111,215,Valid
1531,150,1.531,119,226,Valid
1531,630,1.474,127,199,Valid
1532,94,1.495,127,190,Valid
1532,550,1.455,129,211,Valid
1533,78,1.399,115,203,Valid
1533,582,1.445,117,205,Valid
1534,94,1.524,119,190,Valid
1534,606,1.531,115,188,Valid
1535,126,1.516,117,190,Valid
1535,639,1.596,115,213,Valid
1536,151,1.554,117,191,Valid
1536,687,1.539,110,183,Valid
1537,223,1.49,115,172,Valid
1537,727,1.485,117,182,Valid
1538,239,1.449,119,185,Valid
1538,759,1.414,113,181,Valid
1539,287,1.479,113,197,Valid
1548,320,1.568,6,234,Valid
1548,792,1.43,133,161,Valid
1549,312,1.406,111,157,Valid
1549,744,1.396,141,166,Valid
1550,200,1.37,129,221,Valid
1550,664,1.266,136,180,Valid
1551,136,1.31,125,183,Valid
1551,624,1.375,117,137,Valid
1552,112,1.347,122,177,Valid
1552,632,1.29,117,195,Valid
1553,144,1.291,119,189,Valid
1555,729,1.347,23,192,Valid
1556,225,1.366,133,137,Valid
1556,681,1.241,127,169,Valid
1557,145,1.003,129,156,Valid
1557,633,0.948,125,145,Valid
1558,113,0.938,125,132,Valid
1558,593,0.951,120,122,Valid
1559,89,0.983,119,134,Valid
1559,593,0.963,120,122,Valid
1560,105,0.936,117,125,Valid
1560,617,0.986,119,139,Valid
1561,105,0.999,120,133,Valid
1561,617,0.991,119,141,Valid
1562,145,0.968,111,119,Valid
1562,649,0.987,120,130,Valid
1563,137,1.023,120,143,Valid
1563,650,0.95,120,131,Valid
1564,146,0.917,119,130,Valid
1564,650,0.924,119,135,Valid
1565,138,0.96,122,133,Valid
1565,658,0.915,115,117,Valid
1566,154,0.935,122,122,Valid
1566,650,0.959,117,133,Valid
1567,162,0.924,119,120,Valid
1567,650,0.923,122,129,Valid
1568,162,0.95,115,124,Valid
1568,658,0.981,120,126,Valid
1569,170,0.925,117,111,Valid
1569,682,0.989,117,123,Valid
1570,194,1.003,117,121,Valid
1570,730,1.031,113,130,Valid
1571,218,1.025,119,134,Valid
1571,714,1.031,122,128,Valid
1572,218,1.005,120,124,Valid
1572,747,1.018,110,125,Valid
1573,267,0.972,119,110,Valid
1573,803,0.948,110,120,Valid
1574,315,0.981,117,124,Valid
1574,811,0.994,117,130,Valid
1575,299,0.932,133,125,Valid
1575,827,0.864,110,89,Valid
1576,331,0.995,119,118,Valid
1576,827,0.939,117,106,Valid
1577,347,0.918,120,122,Valid
1577,859,0.924,115,112,Valid
1578,363,0.866,122,109,Valid
1578,899,0.873,115,120,Valid
1580,139,1.301,44,219,Valid
1581,284,1.284,53,154,Valid
1581,780,1.285,122,220,Valid
1582,284,1.162,120,212,Valid
1582,780,1.169,122,190,Valid
1583,284,1.256,117,180,Valid
1583,788,1.241,120,188,Valid
